,embedding,instrument,train_set,test_set,precision,recall,f1-score,support,accuracy,roc_auc,ap
98,yamnet,violin,openmic,openmic,0.5993485342019544,0.467005076142132,0.5249643366619116,394.0,0.4722662440570523,0.4659020325986849,0.620735279467586
99,yamnet,voice,openmic,openmic,0.5874439461883408,0.5848214285714286,0.5861297539149889,224.0,0.5053475935828877,0.4951488095238095,0.5916275950358663
100,yamnet,cello,irmas,openmic,0.5294117647058824,0.3982300884955752,0.4545454545454545,226.0,0.554639175257732,0.5631086206307445,0.5066628765408029
101,yamnet,clarinet,irmas,openmic,0.1626016260162601,0.145985401459854,0.1538461538461538,137.0,0.65625,0.4705344574886447,0.1969464583946206
102,yamnet,flute,irmas,openmic,0.3214285714285714,0.1028571428571428,0.1558441558441558,175.0,0.6530249110320284,0.4830564784053155,0.3054976837849785
103,yamnet,guitar,irmas,openmic,0.5979899497487438,0.4160839160839161,0.4907216494845361,286.0,0.4334862385321101,0.4361072261072261,0.6058357726300352
104,yamnet,organ,irmas,openmic,0.2275862068965517,0.2727272727272727,0.2481203007518797,121.0,0.5359628770301624,0.4778992268728339,0.2527046380874258
105,yamnet,piano,irmas,openmic,0.7152777777777778,0.3614035087719298,0.4801864801864801,285.0,0.4626506024096385,0.5168421052631579,0.6984338029085335
106,yamnet,saxophone,irmas,openmic,0.5263157894736842,0.2622950819672131,0.350109409190372,305.0,0.5278219395866455,0.5704715644606355,0.5394355495657313
107,yamnet,trumpet,irmas,openmic,0.3991228070175439,0.2861635220125786,0.3333333333333333,318.0,0.5363057324840764,0.4997575855520988,0.3931274718463245
108,yamnet,violin,irmas,openmic,0.6476190476190476,0.1725888324873096,0.2725450901803607,394.0,0.4247226624405705,0.5309708925014458,0.6540931754157367
109,yamnet,voice,irmas,openmic,0.5340909090909091,0.2098214285714285,0.3012820512820512,224.0,0.4171122994652406,0.4576190476190476,0.562960885862761
110,yamnet,cello,openmic,irmas,0.0572916666666666,0.4680851063829787,0.1020881670533642,94.0,0.5354141656662665,0.5078433761030805,0.0588934717900659
111,yamnet,clarinet,openmic,irmas,0.0793854033290653,0.4881889763779528,0.1365638766519823,127.0,0.5294117647058824,0.491616910459292,0.0829659937015381
112,yamnet,flute,openmic,irmas,0.0756302521008403,0.6694214876033058,0.1359060402684563,121.0,0.3817527010804322,0.5315360132659338,0.0818290306073045
113,yamnet,guitar,openmic,irmas,0.2092783505154639,0.5867052023121387,0.3085106382978723,346.0,0.453781512605042,0.515455859169732,0.2307689163674051
114,yamnet,organ,openmic,irmas,0.1260744985673352,0.2528735632183908,0.1682600382409178,174.0,0.7388955582232893,0.5369634217743674,0.1191734749099677
115,yamnet,piano,openmic,irmas,0.1045112781954887,0.8176470588235294,0.1853333333333333,170.0,0.2665066026410564,0.5271193771626297,0.1086161724536568
116,yamnet,saxophone,openmic,irmas,0.0764411027568922,0.4066666666666667,0.1286919831223628,150.0,0.5042016806722689,0.4483641160949868,0.0852252178873571
117,yamnet,trumpet,openmic,irmas,0.0936132983377077,0.7133333333333334,0.165506573859242,150.0,0.3523409363745498,0.5089050131926122,0.0947467415231488
118,yamnet,violin,openmic,irmas,0.0897755610972568,0.2517482517482518,0.1323529411764706,143.0,0.7166866746698679,0.5151362098177594,0.0930566649226252
119,yamnet,voice,openmic,irmas,0.1058020477815699,0.6492146596858639,0.1819515774027879,191.0,0.3307322929171669,0.4516816044014553,0.1020695667126884
0,vggish-lda,cello,irmas,irmas,0.0650154798761609,0.4468085106382978,0.1135135135135135,94.0,0.6062424969987995,0.5498890152130367,0.0681584899846366
1,vggish-lda,clarinet,irmas,irmas,0.0761346998535871,0.4094488188976378,0.128395061728395,127.0,0.5762304921968787,0.5174594403769704,0.0914975513481815
2,vggish-lda,flute,irmas,irmas,0.0712209302325581,0.4049586776859504,0.1211372064276885,121.0,0.5732292917166867,0.4888122174971248,0.0756682686962388
3,vggish-lda,guitar,irmas,irmas,0.2093908629441624,0.476878612716763,0.291005291005291,346.0,0.517406962785114,0.5002605535119986,0.2162245171284198
4,vggish-lda,organ,irmas,irmas,0.1,0.396551724137931,0.1597222222222222,174.0,0.5642256902761105,0.4922614095097223,0.1058949555300762
5,vggish-lda,piano,irmas,irmas,0.0946969696969697,0.4411764705882353,0.1559251559251559,170.0,0.5126050420168067,0.4673678829820698,0.0964316645337634
6,vggish-lda,saxophone,irmas,irmas,0.0859375,0.44,0.1437908496732026,150.0,0.5282112845138055,0.4989709762532981,0.0897472860879377
7,vggish-lda,trumpet,irmas,irmas,0.0979228486646884,0.44,0.1601941747572815,150.0,0.5846338535414166,0.5133729111697449,0.0905185252116637
8,vggish-lda,violin,irmas,irmas,0.0744985673352435,0.3636363636363636,0.1236623067776456,143.0,0.5576230492196879,0.4573095978217449,0.0778590307934928
9,vggish-lda,voice,irmas,irmas,0.109375,0.4397905759162304,0.1751824817518248,191.0,0.5252100840336135,0.4925299494187594,0.1103038460179513
10,vggish-lda,cello,openmic,openmic,0.4340425531914894,0.4513274336283185,0.4425162689804772,226.0,0.4701030927835051,0.461099531895992,0.4436031272017874
11,vggish-lda,clarinet,openmic,openmic,0.203883495145631,0.4598540145985401,0.2825112107623318,137.0,0.5,0.4741042794328917,0.218850000747226
12,vggish-lda,flute,openmic,openmic,0.3217054263565891,0.4742857142857143,0.3833718244803695,175.0,0.5249110320284698,0.4978959025470653,0.3282294897295481
13,vggish-lda,guitar,openmic,openmic,0.6563876651982379,0.5209790209790209,0.580896686159844,286.0,0.5068807339449541,0.4873892773892774,0.6598274313720194
14,vggish-lda,organ,openmic,openmic,0.2789473684210526,0.4380165289256198,0.3408360128617363,121.0,0.5243619489559165,0.5308984270861103,0.3072057257608035
15,vggish-lda,piano,openmic,openmic,0.7169811320754716,0.5333333333333333,0.6116700201207244,285.0,0.5349397590361445,0.5326585695006747,0.7260624750008123
16,vggish-lda,saxophone,openmic,openmic,0.4622641509433962,0.4819672131147541,0.4719101123595505,305.0,0.4769475357710652,0.471645415907711,0.4915547840692615
17,vggish-lda,trumpet,openmic,openmic,0.4184782608695652,0.4842767295597484,0.4489795918367346,318.0,0.5184713375796178,0.507427309334303,0.4111129469952739
18,vggish-lda,violin,openmic,openmic,0.6409395973154363,0.4847715736040609,0.5520231213872833,394.0,0.508716323296355,0.5117372400351261,0.6360618414063983
19,vggish-lda,voice,openmic,openmic,0.6421052631578947,0.5446428571428571,0.5893719806763286,224.0,0.5454545454545454,0.5315773809523809,0.620542838228353
20,vggish-lda,cello,irmas,openmic,0.455026455026455,0.3805309734513274,0.4144578313253012,226.0,0.4989690721649484,0.5022892677759934,0.4822187779315753
21,vggish-lda,clarinet,irmas,openmic,0.2266666666666666,0.3722627737226277,0.2817679558011049,137.0,0.59375,0.5198734599701064,0.2266306554237785
22,vggish-lda,flute,irmas,openmic,0.3080357142857143,0.3942857142857143,0.3458646616541354,175.0,0.5355871886120996,0.5055887781469177,0.3279089334777906
23,vggish-lda,guitar,irmas,openmic,0.6111111111111112,0.4615384615384615,0.5258964143426295,286.0,0.4541284403669725,0.4705827505827506,0.6568946232025923
24,vggish-lda,organ,irmas,openmic,0.3037037037037037,0.3388429752066115,0.3203125,121.0,0.5962877030162413,0.557504665422554,0.3169384548014501
25,vggish-lda,piano,irmas,openmic,0.6590909090909091,0.4070175438596491,0.5032537960954446,285.0,0.4481927710843373,0.4900944669365722,0.7015239355423464
26,vggish-lda,saxophone,irmas,openmic,0.4794520547945205,0.4590163934426229,0.4690117252931323,305.0,0.4960254372019078,0.5017607771706133,0.5044092181538893
27,vggish-lda,trumpet,irmas,openmic,0.3694779116465863,0.2893081761006289,0.3245149911816578,318.0,0.5121019108280255,0.4811186080023703,0.4065403935697611
28,vggish-lda,violin,irmas,openmic,0.6721311475409836,0.416243654822335,0.5141065830721003,394.0,0.508716323296355,0.5484589517873589,0.6678456702748545
29,vggish-lda,voice,irmas,openmic,0.6045197740112994,0.4776785714285714,0.5336658354114713,224.0,0.5,0.4959821428571428,0.5960536385195496
30,vggish-lda,cello,openmic,irmas,0.0653753026634382,0.574468085106383,0.117391304347826,94.0,0.5126050420168067,0.5372205078230741,0.0608433959978825
31,vggish-lda,clarinet,openmic,irmas,0.0779944289693593,0.2204724409448819,0.1152263374485596,127.0,0.7418967587034814,0.522437619274199,0.0799653951519408
32,vggish-lda,flute,openmic,irmas,0.0607064017660044,0.4545454545454545,0.107108081791626,121.0,0.4495798319327731,0.4501377410468319,0.0649310945114291
33,vggish-lda,guitar,openmic,irmas,0.1902748414376321,0.5202312138728323,0.2786377708978327,346.0,0.4405762304921968,0.4682934839726748,0.1922320837175516
34,vggish-lda,organ,openmic,irmas,0.1032028469750889,0.3333333333333333,0.1576086956521739,174.0,0.6278511404561825,0.5154733290191365,0.1196208220153134
35,vggish-lda,piano,openmic,irmas,0.1034482758620689,0.4588235294117647,0.1688311688311688,170.0,0.539015606242497,0.5361395092796477,0.1188654022554627
36,vggish-lda,saxophone,openmic,irmas,0.0733752620545073,0.2333333333333333,0.1116427432216906,150.0,0.6656662665066027,0.4717458223394898,0.0900467316118036
37,vggish-lda,trumpet,openmic,irmas,0.0808080808080808,0.5333333333333333,0.1403508771929824,150.0,0.4117647058823529,0.4823878627968337,0.0996227787641542
38,vggish-lda,violin,openmic,irmas,0.086062452399086,0.7902097902097902,0.1552197802197802,143.0,0.2617046818727491,0.4805017700618488,0.0814391286685262
39,vggish-lda,voice,openmic,irmas,0.1196911196911196,0.8115183246073299,0.2086137281292059,191.0,0.2941176470588235,0.5290229834058036,0.1237739699626442
40,openl3-lda,cello,irmas,irmas,0.0585585585585585,0.4148936170212766,0.1026315789473684,94.0,0.5906362545018007,0.5053665204915814,0.0559105865790002
41,openl3-lda,clarinet,irmas,irmas,0.0755007704160246,0.3858267716535433,0.1262886597938144,127.0,0.5930372148859544,0.4889768895847083,0.0799341577308736
42,openl3-lda,flute,irmas,irmas,0.0700934579439252,0.2479338842975206,0.1092896174863388,121.0,0.7064825930372148,0.4783118029366925,0.0698531494626697
43,openl3-lda,guitar,irmas,irmas,0.2197055492638731,0.5606936416184971,0.3157038242473556,346.0,0.4951980792316927,0.5274238045191803,0.225736442768579
44,openl3-lda,organ,irmas,irmas,0.0923623445825932,0.2988505747126437,0.141112618724559,174.0,0.620048019207683,0.4638840097377585,0.0950480121632865
45,openl3-lda,piano,irmas,irmas,0.0861486486486486,0.3,0.1338582677165354,170.0,0.6038415366146459,0.4688620635419943,0.097377631952028
46,openl3-lda,saxophone,irmas,irmas,0.0962479608482871,0.3933333333333333,0.1546526867627785,150.0,0.6128451380552221,0.5184124890061566,0.1059850740367173
47,openl3-lda,trumpet,irmas,irmas,0.0952380952380952,0.3466666666666667,0.1494252873563218,150.0,0.6446578631452581,0.4981002638522427,0.0860559107693215
48,openl3-lda,violin,irmas,irmas,0.0836501901140684,0.3076923076923077,0.1315396113602391,143.0,0.6512605042016807,0.4964116645009619,0.0825910480896941
49,openl3-lda,voice,irmas,irmas,0.1224489795918367,0.6596858638743456,0.2065573770491803,191.0,0.4189675870348139,0.5289768391161594,0.1318214891194392
50,openl3-lda,cello,openmic,openmic,0.511520737327189,0.4911504424778761,0.5011286681715577,226.0,0.5443298969072164,0.549219257183859,0.5038076134216772
51,openl3-lda,clarinet,openmic,openmic,0.2358078602620087,0.3941605839416058,0.2950819672131147,137.0,0.596875,0.5147509105948251,0.2404005014822921
52,openl3-lda,flute,openmic,openmic,0.319672131147541,0.4457142857142857,0.3723150357995227,175.0,0.5320284697508897,0.5005980066445183,0.304209275575568
53,openl3-lda,guitar,openmic,openmic,0.6741071428571429,0.527972027972028,0.592156862745098,286.0,0.5229357798165137,0.5108391608391609,0.6541285627617346
54,openl3-lda,organ,openmic,openmic,0.2580645161290322,0.396694214876033,0.3127035830618892,121.0,0.5104408352668214,0.4697414022927219,0.2683718577688293
55,openl3-lda,piano,openmic,openmic,0.6901960784313725,0.6175438596491228,0.6518518518518519,285.0,0.5469879518072289,0.4940620782726045,0.6759757557503219
56,openl3-lda,saxophone,openmic,openmic,0.4662756598240469,0.521311475409836,0.4922600619195045,305.0,0.4785373608903021,0.4947885043513459,0.4987405131383391
57,openl3-lda,trumpet,openmic,openmic,0.4010152284263959,0.4968553459119497,0.4438202247191011,318.0,0.4955414012738853,0.5080198779847278,0.4085808163003429
58,openl3-lda,violin,openmic,openmic,0.625,0.5329949238578681,0.5753424657534247,394.0,0.508716323296355,0.4864207843389235,0.609515812705187
59,openl3-lda,voice,openmic,openmic,0.5789473684210527,0.5401785714285714,0.5588914549653579,224.0,0.4893048128342246,0.4768154761904762,0.5900729292975153
60,openl3-lda,cello,irmas,openmic,0.4421052631578947,0.3716814159292035,0.4038461538461538,226.0,0.488659793814433,0.4666347763692896,0.4486556391670264
61,openl3-lda,clarinet,irmas,openmic,0.2,0.364963503649635,0.2583979328165375,137.0,0.5515625,0.4979756497511283,0.2211107543007273
62,openl3-lda,flute,irmas,openmic,0.2857142857142857,0.3657142857142857,0.3208020050125312,175.0,0.5177935943060499,0.4491842008121078,0.2826310103452025
