,embedding,instrument,train_set,test_set,precision,recall,f1-score,support,accuracy,roc_auc,ap
63,openl3-lda,guitar,irmas,openmic,0.6988636363636364,0.43006993006993,0.5324675324675324,286.0,0.5045871559633027,0.5218181818181817,0.6834912509622566
64,openl3-lda,organ,irmas,openmic,0.2971887550200803,0.6115702479338843,0.4,121.0,0.4849187935034802,0.5451612903225806,0.313830265741238
65,openl3-lda,piano,irmas,openmic,0.6986301369863014,0.5368421052631579,0.6071428571428571,285.0,0.5228915662650603,0.5174898785425102,0.7090197336613735
66,openl3-lda,saxophone,irmas,openmic,0.4829059829059829,0.3704918032786885,0.4192949907235622,305.0,0.5023847376788553,0.4975713418336369,0.4823890491666115
67,openl3-lda,trumpet,irmas,openmic,0.3937947494033413,0.5188679245283019,0.4477611940298507,318.0,0.4815286624203821,0.5110500585834916,0.4159997435968404
68,openl3-lda,violin,irmas,openmic,0.5979381443298969,0.4416243654822335,0.508029197080292,394.0,0.4659270998415214,0.4668230204116601,0.5970755828527273
69,openl3-lda,voice,irmas,openmic,0.5698924731182796,0.2366071428571428,0.334384858044164,224.0,0.4358288770053476,0.4805952380952381,0.5846180906553968
70,openl3-lda,cello,openmic,irmas,0.0604113110539845,0.5,0.1077981651376146,94.0,0.5330132052821128,0.5211006442531537,0.0574973753870993
71,openl3-lda,clarinet,openmic,irmas,0.0936170212765957,0.3464566929133858,0.1474036850921273,127.0,0.6944777911164466,0.5495950433096448,0.1014338648221215
72,openl3-lda,flute,openmic,irmas,0.0748663101604278,0.3471074380165289,0.1231671554252199,121.0,0.6410564225690276,0.4999224370804248,0.0737265746299951
73,openl3-lda,guitar,openmic,irmas,0.1821946169772256,0.2543352601156069,0.2123039806996381,346.0,0.6080432172869148,0.4695305657733404,0.2007408695651205
74,openl3-lda,organ,openmic,irmas,0.0930460333006856,0.5459770114942529,0.1589958158995816,174.0,0.3967587034813926,0.4509337154479061,0.0927160954705059
75,openl3-lda,piano,openmic,irmas,0.1005917159763313,0.7,0.1759053954175905,170.0,0.3307322929171669,0.482317552689525,0.0956491557749089
76,openl3-lda,saxophone,openmic,irmas,0.0958466453674121,0.4,0.1546391752577319,150.0,0.6062424969987995,0.5029155672823219,0.1010979890828878
77,openl3-lda,trumpet,openmic,irmas,0.0913494809688581,0.88,0.1655172413793103,150.0,0.2010804321728691,0.4627132805628848,0.0851769387825981
78,openl3-lda,violin,openmic,irmas,0.0859375,0.3076923076923077,0.1343511450381679,143.0,0.6596638655462185,0.4929450064052821,0.0857845692673531
79,openl3-lda,voice,openmic,irmas,0.1151785714285714,0.675392670157068,0.1967963386727688,191.0,0.3679471788715486,0.5056136303132488,0.1187623377320715
80,yamnet-lda,cello,irmas,irmas,0.0621242484969939,0.3297872340425531,0.1045531197301855,94.0,0.6812725090036015,0.4821747604352769,0.0576630648627447
81,yamnet-lda,clarinet,irmas,irmas,0.072072072072072,0.1889763779527559,0.1043478260869565,127.0,0.7527010804321729,0.4823563721201516,0.0737717961107017
82,yamnet-lda,flute,irmas,irmas,0.0547945205479452,0.1322314049586777,0.0774818401937045,121.0,0.7713085234093637,0.5150177859798337,0.072756021759259
83,yamnet-lda,guitar,irmas,irmas,0.1878787878787878,0.3583815028901734,0.246520874751491,346.0,0.5450180072028812,0.4820305657733403,0.2038143162741649
84,yamnet-lda,organ,irmas,irmas,0.09,0.3103448275862069,0.1395348837209302,174.0,0.6002400960384153,0.4819304489846229,0.105149868050229
85,yamnet-lda,piano,irmas,irmas,0.0876494023904382,0.2588235294117647,0.130952380952381,170.0,0.6494597839135654,0.4679970116388801,0.0968848213069987
86,yamnet-lda,saxophone,irmas,irmas,0.0721649484536082,0.1866666666666666,0.104089219330855,150.0,0.7106842737094838,0.5013500439753737,0.0865883734141159
87,yamnet-lda,trumpet,irmas,irmas,0.0905405405405405,0.4466666666666666,0.150561797752809,150.0,0.5462184873949579,0.5047053649956025,0.0979870799443009
88,yamnet-lda,violin,irmas,irmas,0.0802752293577981,0.2447552447552447,0.1208981001727115,143.0,0.6944777911164466,0.4664239240733003,0.0826639382324016
89,yamnet-lda,voice,irmas,irmas,0.1231732776617954,0.3089005235602094,0.1761194029850746,191.0,0.6686674669867947,0.496469961842222,0.122693296169096
90,yamnet-lda,cello,openmic,openmic,0.4736842105263157,0.4380530973451327,0.4551724137931034,226.0,0.511340206185567,0.5237981344176035,0.4888464894482486
91,yamnet-lda,clarinet,openmic,openmic,0.2079207920792079,0.3065693430656934,0.247787610619469,137.0,0.6015625,0.5115583869048482,0.2137256051168096
92,yamnet-lda,flute,openmic,openmic,0.2754716981132075,0.4171428571428571,0.3318181818181818,175.0,0.4768683274021352,0.4866888150609081,0.3017893578553841
93,yamnet-lda,guitar,openmic,openmic,0.6763636363636364,0.6503496503496503,0.6631016042780749,286.0,0.5665137614678899,0.5455944055944055,0.7032762712871479
94,yamnet-lda,organ,openmic,openmic,0.2893401015228426,0.4710743801652892,0.3584905660377358,121.0,0.5266821345707656,0.5298853639029592,0.2964749367170407
95,yamnet-lda,piano,openmic,openmic,0.706766917293233,0.6596491228070176,0.6823956442831216,285.0,0.5783132530120482,0.5199460188933873,0.7078724123181199
96,yamnet-lda,saxophone,openmic,openmic,0.4950819672131147,0.4950819672131147,0.4950819672131147,305.0,0.5103338632750397,0.5180732645213519,0.502335120071508
97,yamnet-lda,trumpet,openmic,openmic,0.3799392097264438,0.3930817610062893,0.3863987635239567,318.0,0.4942675159235669,0.4707621240892624,0.3807017365135668
98,yamnet-lda,violin,openmic,openmic,0.5953947368421053,0.4593908629441624,0.518624641833811,394.0,0.4675118858954041,0.4652809012829574,0.6182398169834522
99,yamnet-lda,voice,openmic,openmic,0.5721649484536082,0.4955357142857143,0.5311004784688995,224.0,0.4759358288770053,0.496845238095238,0.5933014738352821
100,yamnet-lda,cello,irmas,openmic,0.5340909090909091,0.415929203539823,0.4676616915422885,226.0,0.5587628865979382,0.5631427888065056,0.5073866716633739
101,yamnet-lda,clarinet,irmas,openmic,0.1679389312977099,0.1605839416058394,0.1641791044776119,137.0,0.65,0.472087184919679,0.1983035612924617
102,yamnet-lda,flute,irmas,openmic,0.3272727272727272,0.1028571428571428,0.1565217391304348,175.0,0.6548042704626335,0.4717460317460317,0.2979725976391696
103,yamnet-lda,guitar,irmas,openmic,0.6073298429319371,0.4055944055944055,0.4863731656184486,286.0,0.4380733944954128,0.4395104895104895,0.6042465657325855
104,yamnet-lda,organ,irmas,openmic,0.2453987730061349,0.3305785123966942,0.2816901408450704,121.0,0.5266821345707656,0.481524926686217,0.2555953121546448
105,yamnet-lda,piano,irmas,openmic,0.7483870967741936,0.4070175438596491,0.5272727272727272,285.0,0.4987951807228916,0.5572199730094467,0.7226036569357688
106,yamnet-lda,saxophone,irmas,openmic,0.5050505050505051,0.1639344262295081,0.2475247524752475,305.0,0.5166931637519873,0.5456486541185995,0.5231463807794413
107,yamnet-lda,trumpet,irmas,openmic,0.4182692307692308,0.2735849056603773,0.3307984790874524,318.0,0.5515923566878981,0.4924380159724186,0.3917168347332017
108,yamnet-lda,violin,irmas,openmic,0.6646341463414634,0.2766497461928934,0.3906810035842294,394.0,0.4611727416798732,0.5343014414530189,0.6671377812597911
109,yamnet-lda,voice,irmas,openmic,0.5462962962962963,0.5267857142857143,0.5363636363636363,224.0,0.4545454545454545,0.4382440476190476,0.5497964049054221
110,yamnet-lda,cello,openmic,irmas,0.0559895833333333,0.4574468085106383,0.099767981438515,94.0,0.5342136854741897,0.5076268204212008,0.0589896909208674
111,yamnet-lda,clarinet,openmic,irmas,0.0769230769230769,0.5118110236220472,0.1337448559670782,127.0,0.4945978391356542,0.494103441748144,0.0873764031107928
112,yamnet-lda,flute,openmic,irmas,0.0762711864406779,0.6694214876033058,0.1369399830938292,121.0,0.3871548619447779,0.5321618657894033,0.0816642229968669
113,yamnet-lda,guitar,openmic,irmas,0.205761316872428,0.5780346820809249,0.3034901365705614,346.0,0.4489795918367347,0.5105053424417586,0.2248915580554711
114,yamnet-lda,organ,openmic,irmas,0.1144067796610169,0.3103448275862069,0.1671826625386997,174.0,0.6770708283313326,0.535576715663616,0.121733758861795
115,yamnet-lda,piano,openmic,irmas,0.103397341211226,0.8235294117647058,0.1837270341207349,170.0,0.2533013205282113,0.5326399811261403,0.1179011785836349
116,yamnet-lda,saxophone,openmic,irmas,0.073671497584541,0.4066666666666667,0.1247443762781186,150.0,0.4861944777911164,0.4652462620932278,0.089976322626888
117,yamnet-lda,trumpet,openmic,irmas,0.0941704035874439,0.7,0.1660079051383398,150.0,0.3667466986794718,0.5152682497801231,0.0944451050242888
118,yamnet-lda,violin,openmic,irmas,0.1009615384615384,0.2937062937062937,0.1502683363148479,143.0,0.7148859543817527,0.5424103145705246,0.1049564478789654
119,yamnet-lda,voice,openmic,irmas,0.1097453906935908,0.6544502617801047,0.18796992481203,191.0,0.3517406962785114,0.4593025113142248,0.1083769226769219
0,vggish-lda-genre,cello,irmas,irmas,0.0517448856799037,0.4574468085106383,0.0929729729729729,94.0,0.4963985594237695,0.4809769368198798,0.0541866823999415
1,vggish-lda-genre,clarinet,irmas,irmas,0.072289156626506,0.6141732283464567,0.1293532338308457,127.0,0.3697478991596639,0.4813791550909937,0.0778930642485543
2,vggish-lda-genre,flute,irmas,irmas,0.0723684210526315,0.2727272727272727,0.1143847487001733,121.0,0.6932773109243697,0.5131883709112306,0.0731743056232314
3,vggish-lda-genre,guitar,irmas,irmas,0.2134831460674157,0.1098265895953757,0.1450381679389313,346.0,0.7310924369747899,0.4957238570677877,0.2056785984794576
4,vggish-lda-genre,organ,irmas,irmas,0.1052631578947368,0.7931034482758621,0.1858585858585858,174.0,0.2743097238895558,0.5131043727466026,0.1120014628705583
5,vggish-lda-genre,piano,irmas,irmas,0.1027837259100642,0.5647058823529412,0.1739130434782608,170.0,0.4525810324129652,0.5213549858446052,0.1117527312372259
6,vggish-lda-genre,saxophone,irmas,irmas,0.0904255319148936,0.5666666666666667,0.1559633027522936,150.0,0.4477791116446579,0.5194415127528584,0.0938367624709649
7,vggish-lda-genre,trumpet,irmas,irmas,0.0900360144057623,1.0,0.1651982378854625,150.0,0.0900360144057623,0.512207563764292,0.0943754014143835
8,vggish-lda-genre,violin,irmas,irmas,0.0857418111753371,0.6223776223776224,0.1507197290431837,143.0,0.3979591836734694,0.4777238519851783,0.079944758125788
9,vggish-lda-genre,voice,irmas,irmas,0.125,0.5759162303664922,0.2054154995331465,191.0,0.4891956782713085,0.5349259029195137,0.1318701661530302
10,vggish-lda-genre,cello,openmic,openmic,0.4212765957446808,0.4380530973451327,0.4295010845986985,226.0,0.4577319587628866,0.4635254723750298,0.4358271335361992
11,vggish-lda-genre,clarinet,openmic,openmic,0.2024922118380062,0.4744525547445255,0.2838427947598253,137.0,0.4875,0.5015309602240571,0.2137490031387234
12,vggish-lda-genre,flute,openmic,openmic,0.3141762452107279,0.4685714285714286,0.3761467889908257,175.0,0.5160142348754448,0.4890365448504983,0.3094204959128253
13,vggish-lda-genre,guitar,openmic,openmic,0.658008658008658,0.5314685314685315,0.5880077369439071,286.0,0.5114678899082569,0.5047785547785547,0.6361228575831763
14,vggish-lda-genre,organ,openmic,openmic,0.2559241706161137,0.4462809917355372,0.325301204819277,121.0,0.4802784222737819,0.466968808317782,0.2768657184404611
15,vggish-lda-genre,piano,openmic,openmic,0.6556016597510373,0.5543859649122806,0.6007604562737643,285.0,0.4939759036144578,0.4468286099865047,0.6593339404723662
16,vggish-lda-genre,saxophone,openmic,openmic,0.5,0.5245901639344263,0.512,305.0,0.5151033386327504,0.530246913580247,0.5291641784119584
17,vggish-lda-genre,trumpet,openmic,openmic,0.4089709762532981,0.4874213836477987,0.4447632711621234,318.0,0.5070063694267516,0.494074313495751,0.3948177966287097
18,vggish-lda-genre,violin,openmic,openmic,0.625,0.5329949238578681,0.5753424657534247,394.0,0.508716323296355,0.4985007175137613,0.6376662126472208
19,vggish-lda-genre,voice,openmic,openmic,0.6062176165803109,0.5223214285714286,0.5611510791366906,224.0,0.5106951871657754,0.4879464285714285,0.5989261680320686
20,vggish-lda-genre,cello,irmas,openmic,0.4674796747967479,0.5088495575221239,0.4872881355932203,226.0,0.5010309278350515,0.5081832780947825,0.4702408441228495
21,vggish-lda-genre,clarinet,irmas,openmic,0.2121212121212121,0.4598540145985401,0.2903225806451612,137.0,0.51875,0.5055361263078464,0.2255667305925624
22,vggish-lda-genre,flute,irmas,openmic,0.3412162162162162,0.5771428571428572,0.4288747346072187,175.0,0.5213523131672598,0.5163381321520857,0.3250136006403955
23,vggish-lda-genre,guitar,irmas,openmic,0.6587677725118484,0.486013986013986,0.5593561368209256,286.0,0.4977064220183486,0.5132867132867134,0.6755705805279055
24,vggish-lda-genre,organ,irmas,openmic,0.2906403940886699,0.4876033057851239,0.3641975308641976,121.0,0.5220417633410673,0.5323113836310317,0.329799183683475
25,vggish-lda-genre,piano,irmas,openmic,0.7164179104477612,0.5052631578947369,0.5925925925925926,285.0,0.5228915662650603,0.5443184885290149,0.7301000452049446
26,vggish-lda-genre,saxophone,irmas,openmic,0.4733542319749216,0.4950819672131147,0.483974358974359,305.0,0.4880763116057233,0.5088949605343047,0.5073929468297587
27,vggish-lda-genre,trumpet,irmas,openmic,0.4050955414012739,1.0,0.5766092475067996,318.0,0.4050955414012739,0.4795900502336606,0.4000209229208726
28,vggish-lda-genre,violin,irmas,openmic,0.6292834890965732,0.5126903553299492,0.565034965034965,394.0,0.5071315372424723,0.4930925914026858,0.634262485702412
29,vggish-lda-genre,voice,irmas,openmic,0.6,0.5491071428571429,0.5734265734265734,224.0,0.5106951871657754,0.4922916666666666,0.5989876106172278
30,vggish-lda-genre,cello,openmic,irmas,0.054862842892768,0.4680851063829787,0.0982142857142857,94.0,0.5150060024009604,0.450848627578366,0.0526054869335404
31,vggish-lda-genre,clarinet,openmic,irmas,0.0810457516339869,0.4881889763779528,0.1390134529147982,127.0,0.539015606242497,0.5038500304421012,0.0791665843344005
32,vggish-lda-genre,flute,openmic,irmas,0.0744010088272383,0.4876033057851239,0.1291028446389496,121.0,0.5222088835534213,0.5103212174703791,0.0905357223350949
33,vggish-lda-genre,guitar,openmic,irmas,0.1994240460763139,0.8005780346820809,0.3193083573487031,346.0,0.2911164465786314,0.4805876685934489,0.2024477032361856
34,vggish-lda-genre,organ,openmic,irmas,0.1075129533678756,0.4770114942528735,0.175475687103594,174.0,0.531812725090036,0.5295599519275215,0.1122363545568556
35,vggish-lda-genre,piano,openmic,irmas,0.1089850249584026,0.7705882352941177,0.1909620991253644,170.0,0.3337334933973589,0.537551116703366,0.1136964622092942
36,vggish-lda-genre,saxophone,openmic,irmas,0.0866935483870967,0.5733333333333334,0.1506129597197898,150.0,0.4177671068427371,0.5049472295514512,0.0977130220989545
37,vggish-lda-genre,trumpet,openmic,irmas,0.0922448979591836,0.7533333333333333,0.1643636363636363,150.0,0.3103241296518607,0.5239270008795074,0.0993885358791769
38,vggish-lda-genre,violin,openmic,irmas,0.0839506172839506,0.7132867132867133,0.150220913107511,143.0,0.3073229291716686,0.5036801675015726,0.0896338669517696
39,vggish-lda-genre,voice,openmic,irmas,0.117829457364341,0.7958115183246073,0.2052667116812964,191.0,0.2935174069627851,0.5246925193007365,0.120198562842766
40,openl3-lda-genre,cello,irmas,irmas,0.0529595015576324,0.5425531914893617,0.0964995269631031,94.0,0.4267707082833133,0.5041010232255969,0.0697756575228195
41,openl3-lda-genre,clarinet,irmas,irmas,0.0827338129496402,0.3622047244094488,0.1346998535871156,127.0,0.6452581032412965,0.4997313932249697,0.074269309975012
42,openl3-lda-genre,flute,irmas,irmas,0.067090395480226,0.7851239669421488,0.1236174365647365,121.0,0.1914765906362545,0.4916044826018348,0.0747501466719281
43,openl3-lda-genre,guitar,irmas,irmas,0.2106382978723404,0.8583815028901735,0.3382687927107062,346.0,0.3025210084033613,0.5121387283236993,0.2186083410085806
44,openl3-lda-genre,organ,irmas,irmas,0.0988593155893536,0.4482758620689655,0.161993769470405,174.0,0.5156062424969988,0.4712219962404856,0.0960172168918454
45,openl3-lda-genre,piano,irmas,irmas,0.0873563218390804,0.2235294117647059,0.1256198347107438,170.0,0.6824729891956782,0.4332848379993708,0.0892081708281492
46,openl3-lda-genre,saxophone,irmas,irmas,0.0940366972477064,0.5466666666666666,0.1604696673189823,150.0,0.4849939975990396,0.5253166226912929,0.097506320912786
47,openl3-lda-genre,trumpet,irmas,irmas,0.0869565217391304,0.0933333333333333,0.090032154340836,150.0,0.8301320528211285,0.4825857519788918,0.0885206549138822
48,openl3-lda-genre,violin,irmas,irmas,0.0840879689521345,0.9090909090909092,0.1539372409709887,143.0,0.1422569027611044,0.5209904999793378,0.1041443090678231
49,openl3-lda-genre,voice,irmas,irmas,0.1180679785330948,0.3455497382198952,0.176,191.0,0.6290516206482593,0.503405803531813,0.1202666647540458
50,openl3-lda-genre,cello,openmic,openmic,0.5102880658436214,0.5486725663716814,0.5287846481876334,226.0,0.5443298969072164,0.555984555984556,0.5077421367275414
51,openl3-lda-genre,clarinet,openmic,openmic,0.2,0.4233576642335766,0.2716627634660422,137.0,0.5140625,0.4822307033710148,0.2206233151932342
52,openl3-lda-genre,flute,openmic,openmic,0.2835820895522388,0.4342857142857143,0.3431151241534988,175.0,0.4822064056939502,0.4906016980435584,0.317860445858471
53,openl3-lda-genre,guitar,openmic,openmic,0.6407407407407407,0.6048951048951049,0.6223021582733813,286.0,0.518348623853211,0.5048951048951049,0.6705739796836462
54,openl3-lda-genre,organ,openmic,openmic,0.3119266055045872,0.5619834710743802,0.4011799410029498,121.0,0.5290023201856149,0.5406824846707545,0.3440047768904639
55,openl3-lda-genre,piano,openmic,openmic,0.6926406926406926,0.5614035087719298,0.6201550387596898,285.0,0.5277108433734939,0.4936302294197031,0.6761760275327738
56,openl3-lda-genre,saxophone,openmic,openmic,0.4831081081081081,0.4688524590163934,0.4758735440931781,305.0,0.4992050874403815,0.4989071038251366,0.4942432540624953
57,openl3-lda-genre,trumpet,openmic,openmic,0.4047619047619047,0.4811320754716981,0.4396551724137931,318.0,0.5031847133757962,0.4838861729492411,0.3852378340585755
58,openl3-lda-genre,violin,openmic,openmic,0.6317280453257791,0.565989847715736,0.5970548862115127,394.0,0.5229793977812995,0.5010173702585191,0.6147875165315039
59,openl3-lda-genre,voice,openmic,openmic,0.5971563981042654,0.5625,0.5793103448275861,224.0,0.5106951871657754,0.500029761904762,0.6142576931553463
60,openl3-lda-genre,cello,irmas,openmic,0.4542124542124542,0.5486725663716814,0.4969939879759519,226.0,0.4824742268041237,0.5100966959374039,0.4764268975096381
61,openl3-lda-genre,clarinet,irmas,openmic,0.2063492063492063,0.3795620437956204,0.2673521850899743,137.0,0.5546875,0.4847992337943144,0.2159516096876872
62,openl3-lda-genre,flute,irmas,openmic,0.2904191616766467,0.5542857142857143,0.381139489194499,175.0,0.4395017793594306,0.4890956072351421,0.3141599164630675
63,openl3-lda-genre,guitar,irmas,openmic,0.6535087719298246,0.5209790209790209,0.5797665369649805,286.0,0.5045871559633027,0.505011655011655,0.6788731895855737
64,openl3-lda-genre,organ,irmas,openmic,0.296943231441048,0.5619834710743802,0.3885714285714285,121.0,0.5034802784222738,0.541802186083711,0.3297584695534815
65,openl3-lda-genre,piano,irmas,openmic,0.7,0.5894736842105263,0.64,285.0,0.5445783132530121,0.5054790823211877,0.6859531602600797
66,openl3-lda-genre,saxophone,irmas,openmic,0.4633431085043988,0.5180327868852459,0.4891640866873065,305.0,0.4753577106518283,0.4887472171625177,0.4898168388545459
67,openl3-lda-genre,trumpet,irmas,openmic,0.3919308357348703,0.4276729559748428,0.4090225563909774,318.0,0.4993630573248407,0.4851117126580744,0.3885986537034357
68,openl3-lda-genre,violin,irmas,openmic,0.6324582338902148,0.6725888324873096,0.6519065190651906,394.0,0.5515055467511886,0.4709995930518966,0.5985251764392188
69,openl3-lda-genre,voice,irmas,openmic,0.5661375661375662,0.4776785714285714,0.5181598062953995,224.0,0.4679144385026738,0.4387797619047619,0.5722392995761119
70,openl3-lda-genre,cello,openmic,irmas,0.0505415162454873,0.4468085106382978,0.0908108108108108,94.0,0.4951980792316927,0.4698175518380163,0.0528755937758753
71,openl3-lda-genre,clarinet,openmic,irmas,0.0694645441389291,0.3779527559055118,0.117359413202934,127.0,0.5666266506602641,0.5043463134359667,0.078308844905941
72,openl3-lda-genre,flute,openmic,irmas,0.0732009925558312,0.4876033057851239,0.1272923408845739,121.0,0.514405762304922,0.5283853539811174,0.0847089737601469
73,openl3-lda-genre,guitar,openmic,irmas,0.2088698140200286,0.8439306358381503,0.3348623853211009,346.0,0.3037214885954382,0.4942240322298126,0.2040359261154979
74,openl3-lda-genre,organ,openmic,irmas,0.1089837997054491,0.425287356321839,0.1735052754982415,174.0,0.5768307322929171,0.5177190225262703,0.1094539407650936
75,openl3-lda-genre,piano,openmic,irmas,0.0986394557823129,0.6823529411764706,0.1723625557206538,170.0,0.3313325330132052,0.4818339100346021,0.1000039680694255
76,openl3-lda-genre,saxophone,openmic,irmas,0.0800385728061716,0.5533333333333333,0.1398483572030328,150.0,0.3871548619447779,0.4519876868953386,0.0848938039199784
77,openl3-lda-genre,trumpet,openmic,irmas,0.0915903413821815,0.7333333333333333,0.1628423390081421,150.0,0.3211284513805522,0.5111785400175901,0.0921058537251327
78,openl3-lda-genre,violin,openmic,irmas,0.0878378378378378,0.5454545454545454,0.1513094083414161,143.0,0.4747899159663865,0.5162106442474137,0.0958364608646469
79,openl3-lda-genre,voice,openmic,irmas,0.1170542635658914,0.7905759162303665,0.2039162727886563,191.0,0.2923169267707083,0.4901197976750376,0.122164222790033
80,yamnet-lda-genre,cello,irmas,irmas,0.0358565737051792,0.0957446808510638,0.0521739130434782,94.0,0.8037214885954381,0.4591589518704997,0.0496448559501614
81,yamnet-lda-genre,clarinet,irmas,irmas,0.0562248995983935,0.1102362204724409,0.0744680851063829,127.0,0.7911164465786314,0.432630862662635,0.0666950935806239
82,yamnet-lda-genre,flute,irmas,irmas,0.0619469026548672,0.0578512396694214,0.0598290598290598,121.0,0.8679471788715486,0.5147877718045414,0.0743409255196222
83,yamnet-lda-genre,guitar,irmas,irmas,0.2650602409638554,0.1271676300578034,0.1718749999999999,346.0,0.7454981992797118,0.51422753547031,0.2242467979936063
84,yamnet-lda-genre,organ,irmas,irmas,0.09375,0.0689655172413793,0.0794701986754966,174.0,0.8331332533013205,0.5137553542263721,0.1018700599516002
85,yamnet-lda-genre,piano,irmas,irmas,0.123076923076923,0.0470588235294117,0.0680851063829787,170.0,0.868547418967587,0.5258257313620636,0.1129427681647219
86,yamnet-lda-genre,saxophone,irmas,irmas,0.0852359208523592,0.7466666666666667,0.1530054644808743,150.0,0.2557022809123649,0.4767766051011433,0.0883619867969374
87,yamnet-lda-genre,trumpet,irmas,irmas,0.1139705882352941,0.2066666666666666,0.1469194312796208,150.0,0.7839135654261705,0.5466578715919086,0.1024458499637344
88,yamnet-lda-genre,violin,irmas,irmas,0.0858858858858858,1.0,0.1581858407079646,143.0,0.0864345738295318,0.5125327725459045,0.0891095132868815
89,yamnet-lda-genre,voice,irmas,irmas,0.1183206106870229,0.6492146596858639,0.2001614205004035,191.0,0.4051620648259303,0.5033703079243943,0.115937045561922
90,yamnet-lda-genre,cello,openmic,openmic,0.5043103448275862,0.5176991150442478,0.5109170305676856,226.0,0.5381443298969072,0.5431885741620255,0.5062887821888
91,yamnet-lda-genre,clarinet,openmic,openmic,0.2196969696969697,0.4233576642335766,0.2892768079800499,137.0,0.5546875,0.5000653016209314,0.2078553488256141
92,yamnet-lda-genre,flute,openmic,openmic,0.2995951417004048,0.4228571428571429,0.3507109004739336,175.0,0.5124555160142349,0.4917386489479513,0.3185015902700078
93,yamnet-lda-genre,guitar,openmic,openmic,0.6642335766423357,0.6363636363636364,0.6499999999999999,286.0,0.5504587155963303,0.5215151515151515,0.6684559101236152
94,yamnet-lda-genre,organ,openmic,openmic,0.3298969072164948,0.5289256198347108,0.4063492063492063,121.0,0.5661252900232019,0.5464142895227939,0.306339520263351
95,yamnet-lda-genre,piano,openmic,openmic,0.6992481203007519,0.6526315789473685,0.6751361161524501,285.0,0.5686746987951807,0.5148178137651822,0.6991955485755335
96,yamnet-lda-genre,saxophone,openmic,openmic,0.4876543209876543,0.5180327868852459,0.5023847376788553,305.0,0.5023847376788553,0.5137117992309248,0.5123261467954467
97,yamnet-lda-genre,trumpet,openmic,openmic,0.3895027624309392,0.4433962264150943,0.4147058823529412,318.0,0.4929936305732484,0.4792735647044563,0.3837812141824995
98,yamnet-lda-genre,violin,openmic,openmic,0.6094674556213018,0.5228426395939086,0.5628415300546449,394.0,0.4928684627575277,0.4848144102465249,0.6259255959727625
99,yamnet-lda-genre,voice,openmic,openmic,0.5947136563876652,0.6026785714285714,0.5986696230598669,224.0,0.516042780748663,0.4494940476190476,0.5537116487903759
100,yamnet-lda-genre,cello,irmas,openmic,0.4305555555555556,0.1371681415929203,0.2080536912751677,226.0,0.51340206185567,0.5056035808248197,0.4660405656818651
101,yamnet-lda-genre,clarinet,irmas,openmic,0.3015873015873015,0.1386861313868613,0.19,137.0,0.746875,0.5252281928864768,0.2360359764593203
102,yamnet-lda-genre,flute,irmas,openmic,0.3103448275862069,0.2057142857142857,0.2474226804123711,175.0,0.6103202846975089,0.5093687707641196,0.3379551211921054
103,yamnet-lda-genre,guitar,irmas,openmic,0.6545454545454545,0.1258741258741259,0.2111436950146628,286.0,0.3830275229357798,0.4993006993006993,0.6811112212660435
104,yamnet-lda-genre,organ,irmas,openmic,0.2743362831858407,0.256198347107438,0.2649572649572649,121.0,0.6009280742459396,0.5624900026659557,0.3240857556347941
105,yamnet-lda-genre,piano,irmas,openmic,0.6571428571428571,0.0807017543859649,0.14375,285.0,0.3397590361445783,0.4790013495276653,0.6836966662581526
106,yamnet-lda-genre,saxophone,irmas,openmic,0.4898710865561694,0.8721311475409836,0.6273584905660378,305.0,0.4976152623211446,0.5113033798826149,0.5046830278891208
107,yamnet-lda-genre,trumpet,irmas,openmic,0.5,0.1069182389937107,0.1761658031088083,318.0,0.5949044585987261,0.5456883896946925,0.4404417633341263
108,yamnet-lda-genre,violin,irmas,openmic,0.624,0.9898477157360406,0.7654563297350344,394.0,0.6212361331220285,0.4758722611321724,0.6230577465126719
109,yamnet-lda-genre,voice,irmas,openmic,0.5891472868217055,0.6785714285714286,0.6307053941908715,224.0,0.5240641711229946,0.48375,0.5929540982441825
110,yamnet-lda-genre,cello,openmic,irmas,0.0589743589743589,0.4893617021276595,0.1052631578947368,94.0,0.5306122448979592,0.5281657733744789,0.0658633074805805
111,yamnet-lda-genre,clarinet,openmic,irmas,0.0676605504587156,0.4645669291338583,0.1181181181181181,127.0,0.471188475390156,0.4412211631440806,0.0669055808380211
112,yamnet-lda-genre,flute,openmic,irmas,0.076158940397351,0.5702479338842975,0.1343719571567673,121.0,0.4663865546218487,0.5227259354355559,0.0794484339104021
113,yamnet-lda-genre,guitar,openmic,irmas,0.2109548482605477,0.8236994219653179,0.3358868591632292,346.0,0.3235294117647059,0.5068751094762656,0.2067590581063399
114,yamnet-lda-genre,organ,openmic,irmas,0.1092592592592592,0.3390804597701149,0.165266106442577,174.0,0.6422569027611045,0.4957089149795075,0.1045943204805187
115,yamnet-lda-genre,piano,openmic,irmas,0.1013133208255159,0.6352941176470588,0.174757281553398,170.0,0.3877551020408163,0.5170690468700849,0.1192349613731731
116,yamnet-lda-genre,saxophone,openmic,irmas,0.0919765166340508,0.6266666666666667,0.1604095563139931,150.0,0.4093637454981992,0.5238126649076518,0.0996349532458363
117,yamnet-lda-genre,trumpet,openmic,irmas,0.0849273144605967,0.74,0.1523678792038435,150.0,0.258703481392557,0.4690809146877749,0.0874806858299408
