embedding,instrument,train_set,test_set,precision,recall,f1-score,support,accuracy,roc_auc,ap
vggish,cello,irmas,irmas,0.3018867924528302,0.851063829787234,0.4456824512534819,94.0,0.8805522208883554,0.942003681446592,0.6265927007412171
vggish,clarinet,irmas,irmas,0.2567901234567901,0.8188976377952756,0.3909774436090226,127.0,0.8055222088835534,0.8911349531600947,0.4810016967588945
vggish,flute,irmas,irmas,0.3344827586206896,0.8016528925619835,0.4720194647201947,121.0,0.8697478991596639,0.9084864532349086,0.6222507335508888
vggish,guitar,irmas,irmas,0.6206896551724138,0.8323699421965318,0.7111111111111112,346.0,0.8595438175270108,0.9318663513750218,0.8293558339960153
vggish,organ,irmas,irmas,0.4563380281690141,0.9310344827586208,0.612476370510397,174.0,0.8769507803121248,0.968706665434039,0.7629237177380868
vggish,piano,irmas,irmas,0.6457399103139013,0.8470588235294118,0.7328244274809159,170.0,0.9369747899159664,0.9618079584775086,0.8291439102088923
vggish,saxophone,irmas,irmas,0.2712328767123287,0.66,0.3844660194174757,150.0,0.8097238895558223,0.8177528583992965,0.3788161601027109
vggish,trumpet,irmas,irmas,0.3648208469055374,0.7466666666666667,0.4901531728665207,150.0,0.8601440576230492,0.8908311345646438,0.6213235657380259
vggish,violin,irmas,irmas,0.2894736842105263,0.6923076923076923,0.4082474226804123,143.0,0.8277310924369747,0.8622657709985352,0.4904744793978551
vggish,voice,irmas,irmas,0.7669491525423728,0.9476439790575916,0.847775175644028,191.0,0.960984393757503,0.9871257431892804,0.9361631585031726
vggish,cello,openmic,openmic,0.7713178294573644,0.8805309734513275,0.822314049586777,226.0,0.822680412371134,0.8882871493490964,0.8497417969020099
vggish,clarinet,openmic,openmic,0.3451612903225806,0.781021897810219,0.4787472035794183,137.0,0.6359375,0.7457880454499282,0.4185865761099228
vggish,flute,openmic,openmic,0.4870848708487085,0.7542857142857143,0.5919282511210763,175.0,0.6761565836298933,0.7787080103359173,0.6174804938246684
vggish,guitar,openmic,openmic,0.9891304347826086,0.9545454545454546,0.9715302491103204,286.0,0.963302752293578,0.9902797202797204,0.9948540844326814
vggish,organ,openmic,openmic,0.5806451612903226,0.5950413223140496,0.5877551020408163,121.0,0.765661252900232,0.8324713409757398,0.6190383957609474
vggish,piano,openmic,openmic,0.9413793103448276,0.9578947368421052,0.9495652173913044,285.0,0.9301204819277108,0.9716329284750338,0.985383215683497
vggish,saxophone,openmic,openmic,0.796923076923077,0.8491803278688524,0.8222222222222222,305.0,0.821939586645469,0.9056567496458208,0.8896299730855657
vggish,trumpet,openmic,openmic,0.7084548104956269,0.7641509433962265,0.7352496217851741,318.0,0.7770700636942676,0.8526120156761343,0.7994866184870091
vggish,violin,openmic,openmic,0.8782383419689119,0.8604060913705583,0.8692307692307691,394.0,0.838351822503962,0.905737968258048,0.921924925301102
vggish,voice,openmic,openmic,0.9288888888888888,0.9330357142857144,0.930957683741648,224.0,0.9171122994652406,0.9701190476190475,0.9802331111440112
vggish,cello,irmas,openmic,0.6218181818181818,0.7566371681415929,0.6826347305389221,226.0,0.6721649484536083,0.7422523661461715,0.7027153196625997
vggish,clarinet,irmas,openmic,0.2970027247956403,0.7956204379562044,0.4325396825396825,137.0,0.553125,0.686334547459767,0.3301236928170121
vggish,flute,irmas,openmic,0.3976608187134502,0.7771428571428571,0.5261121856866537,175.0,0.5640569395017794,0.7175193798449613,0.58825707925042
vggish,guitar,irmas,openmic,0.9746376811594204,0.9405594405594404,0.9572953736654805,286.0,0.944954128440367,0.9816083916083916,0.9902348970297884
vggish,organ,irmas,openmic,0.3832335329341317,0.5289256198347108,0.4444444444444445,121.0,0.62877030162413,0.639109570781125,0.4031428441255439
vggish,piano,irmas,openmic,0.9315068493150684,0.9543859649122808,0.9428076256499132,285.0,0.9204819277108434,0.962375168690958,0.9816494158867932
vggish,saxophone,irmas,openmic,0.7219101123595506,0.8426229508196721,0.7776096822995462,305.0,0.766295707472178,0.84802671523983,0.8193913031267435
vggish,trumpet,irmas,openmic,0.6240409207161125,0.7672955974842768,0.688293370944993,318.0,0.7184713375796178,0.8049506417249136,0.7237468247989891
vggish,violin,irmas,openmic,0.8428927680798005,0.8578680203045685,0.850314465408805,394.0,0.8114104595879557,0.8657499625179378,0.9060232077316822
vggish,voice,irmas,openmic,0.952127659574468,0.7991071428571429,0.8689320388349515,224.0,0.8556149732620321,0.9641666666666666,0.9763245156038144
vggish,cello,openmic,irmas,0.1952662721893491,0.7021276595744681,0.3055555555555555,94.0,0.8199279711884754,0.8455145904390666,0.3596510227339541
vggish,clarinet,openmic,irmas,0.3196202531645569,0.7952755905511811,0.455981941309255,127.0,0.8553421368547419,0.8892009843798765,0.5128421484982653
vggish,flute,openmic,irmas,0.2927756653992395,0.6363636363636364,0.4010416666666667,121.0,0.8619447779111644,0.8498060927010618,0.4748195173563679
vggish,guitar,openmic,irmas,0.6160458452722063,0.6213872832369942,0.6187050359712231,346.0,0.84093637454982,0.8643654755648975,0.6969310257030623
vggish,organ,openmic,irmas,0.0757575757575757,0.028735632183908,0.0416666666666666,174.0,0.8619447779111644,0.5281848017010261,0.1129984581243533
vggish,piano,openmic,irmas,0.4755555555555555,0.6294117647058823,0.5417721518987343,170.0,0.8913565426170468,0.8355850896508336,0.6252934769965672
vggish,saxophone,openmic,irmas,0.259515570934256,0.5,0.3416856492027335,150.0,0.826530612244898,0.7717150395778365,0.2709633182882791
vggish,trumpet,openmic,irmas,0.3602941176470588,0.6533333333333333,0.4644549763033175,150.0,0.8643457382953181,0.8481134564643799,0.5273892549538828
vggish,violin,openmic,irmas,0.3202846975088968,0.6293706293706294,0.4245283018867924,143.0,0.8535414165666266,0.8153028849023597,0.4273788524702918
vggish,voice,openmic,irmas,0.6127819548872181,0.8534031413612565,0.7133479212253829,191.0,0.9213685474189676,0.9578418670689502,0.8053008674415177
openl3,cello,irmas,irmas,0.4581005586592179,0.8723404255319149,0.6007326007326007,94.0,0.9345738295318128,0.967787342320394,0.7490966670741654
openl3,clarinet,irmas,irmas,0.3745173745173745,0.7637795275590551,0.5025906735751295,127.0,0.8847539015606243,0.9089141635073392,0.6408413946606355
openl3,flute,irmas,irmas,0.3424124513618677,0.7272727272727273,0.4656084656084656,121.0,0.8787515006002401,0.9043515472465165,0.5813897525401163
openl3,guitar,irmas,irmas,0.6914414414414415,0.8872832369942196,0.7772151898734176,346.0,0.8943577430972389,0.9617555613942896,0.868447121193467
openl3,organ,irmas,irmas,0.6486486486486487,0.9655172413793104,0.7759815242494227,174.0,0.9417767106842736,0.9873463067393916,0.8864591863899873
openl3,piano,irmas,irmas,0.7365853658536585,0.888235294117647,0.8053333333333332,170.0,0.9561824729891956,0.9793370556778862,0.9221677996239276
openl3,saxophone,irmas,irmas,0.2908587257617728,0.7,0.4109589041095891,150.0,0.819327731092437,0.8591072999120493,0.4808036799720088
openl3,trumpet,irmas,irmas,0.508,0.8466666666666667,0.635,150.0,0.9123649459783914,0.9528979771328056,0.7313794026413155
openl3,violin,irmas,irmas,0.3682310469314079,0.7132867132867133,0.4857142857142858,143.0,0.8703481392557023,0.8920422978203675,0.5252163325109143
openl3,voice,irmas,irmas,0.7711864406779662,0.9528795811518324,0.8524590163934427,191.0,0.96218487394958,0.992265507143491,0.9578145115480609
openl3,cello,openmic,openmic,0.774468085106383,0.8053097345132744,0.789587852494577,226.0,0.8,0.8906276693887314,0.8554411182142443
openl3,clarinet,openmic,openmic,0.3445945945945945,0.7445255474452555,0.4711316397228637,137.0,0.6421875,0.7553075706345866,0.4279706448766129
openl3,flute,openmic,openmic,0.4763636363636364,0.7485714285714286,0.5822222222222222,175.0,0.6654804270462633,0.7725359911406423,0.6099690639517275
openl3,guitar,openmic,openmic,0.9820143884892086,0.9545454545454546,0.9680851063829786,286.0,0.9587155963302753,0.9883216783216784,0.9944142192817548
openl3,organ,openmic,openmic,0.5694444444444444,0.6776859504132231,0.6188679245283019,121.0,0.765661252900232,0.8331911490269261,0.6081656660163441
openl3,piano,openmic,openmic,0.9482758620689656,0.9649122807017544,0.9565217391304348,285.0,0.9397590361445785,0.9759514170040486,0.987993421208042
openl3,saxophone,openmic,openmic,0.7660818713450293,0.8590163934426229,0.8098918083462133,305.0,0.8044515103338633,0.884335154826958,0.8629709553537135
openl3,trumpet,openmic,openmic,0.7101449275362319,0.7704402515723271,0.7390648567119155,318.0,0.7796178343949045,0.8494942965267397,0.790013927885481
openl3,violin,openmic,openmic,0.8604060913705583,0.8604060913705583,0.8604060913705583,394.0,0.8256735340729001,0.913084452440618,0.9366787999050354
openl3,voice,openmic,openmic,0.9151785714285714,0.9151785714285714,0.9151785714285714,224.0,0.8983957219251337,0.9684226190476192,0.9787533172136051
