instrument,train_set,test_set,precision,recall,f1-score,support,accuracy,roc_auc,ap,embedding
cello,irmas,irmas,0.29259259259259257,0.8404255319148937,0.4340659340659341,94.0,0.8763505402160864,0.9401697255156731,0.6065522991952073,vggish-k
clarinet,irmas,irmas,0.3045977011494253,0.8346456692913385,0.4463157894736842,127.0,0.8421368547418968,0.9050718075445248,0.5837629700193209,vggish-k
flute,irmas,irmas,0.34328358208955223,0.7603305785123967,0.4730077120822622,121.0,0.8769507803121248,0.8991200620503356,0.6292763326501823,vggish-k
guitar,irmas,irmas,0.5524861878453039,0.8670520231213873,0.6749156355455569,346.0,0.826530612244898,0.93123795761079,0.8287812377198986,vggish-k
organ,irmas,irmas,0.47214076246334313,0.9252873563218391,0.625242718446602,174.0,0.8841536614645858,0.965883177714092,0.7619540926038915,vggish-k
piano,irmas,irmas,0.6336206896551724,0.8647058823529412,0.7313432835820894,170.0,0.9351740696278511,0.9590358603334381,0.8365966817196435,vggish-k
saxophone,irmas,irmas,0.2791762013729977,0.8133333333333334,0.4156729131175469,150.0,0.7941176470588235,0.8866974494283202,0.5431069116625175,vggish-k
trumpet,irmas,irmas,0.3841059602649007,0.7733333333333333,0.5132743362831858,150.0,0.8679471788715486,0.9033113456464381,0.6719064095650137,vggish-k
violin,irmas,irmas,0.2774566473988439,0.6713286713286714,0.39263803680981596,143.0,0.8217286914765907,0.8465579069649982,0.5067491464823071,vggish-k
voice,irmas,irmas,0.6819923371647509,0.9319371727748691,0.7876106194690266,191.0,0.9423769507803121,0.9865223178631645,0.9154088923796898,vggish-k
cello,irmas,openmic,0.6917808219178082,0.8938053097345132,0.7799227799227799,113.0,0.7373271889400922,0.7734002722940777,0.7712386395326746,vggish-k
clarinet,irmas,openmic,0.34265734265734266,0.6712328767123288,0.45370370370370366,73.0,0.6230031948881789,0.6952625570776255,0.39655299951102607,vggish-k
flute,irmas,openmic,0.4152542372881356,0.6901408450704225,0.5185185185185185,71.0,0.6270491803278688,0.747048766587967,0.5903274750387821,vggish-k
guitar,irmas,openmic,0.9704142011834319,0.9060773480662984,0.9371428571428572,181.0,0.9130434782608695,0.9755985267034991,0.9905981586455135,vggish-k
organ,irmas,openmic,0.4268292682926829,0.6862745098039216,0.5263157894736842,51.0,0.657608695652174,0.7279964617425918,0.4903869186755889,vggish-k
piano,irmas,openmic,0.9672131147540983,0.9619565217391305,0.9645776566757494,184.0,0.9477911646586346,0.9731605351170569,0.9896408554284335,vggish-k
saxophone,irmas,openmic,0.7521008403361344,0.8483412322274881,0.7973273942093542,211.0,0.762402088772846,0.8187479334288549,0.8292430899646065,vggish-k
trumpet,irmas,openmic,0.6904761904761905,0.651685393258427,0.6705202312138728,178.0,0.7099236641221374,0.8021165403710478,0.7761398503231822,vggish-k
violin,irmas,openmic,0.8761904761904762,0.7896995708154506,0.8306997742663657,233.0,0.7807017543859649,0.8776233413395284,0.9280492621083853,vggish-k
voice,irmas,openmic,0.9380530973451328,0.9137931034482759,0.925764192139738,116.0,0.91005291005291,0.9761454888993859,0.9841893839452022,vggish-k
cello,openmic,openmic,0.7948717948717948,0.8230088495575221,0.8086956521739128,113.0,0.7972350230414746,0.8938053097345133,0.8739748820773446,vggish-k
clarinet,openmic,openmic,0.3475177304964539,0.6712328767123288,0.4579439252336449,73.0,0.6293929712460063,0.7171803652968036,0.41915713112461445,vggish-k
flute,openmic,openmic,0.4297520661157025,0.7323943661971831,0.5416666666666666,71.0,0.639344262295082,0.774485060652935,0.5940676056142657,vggish-k
guitar,openmic,openmic,0.9887640449438202,0.9723756906077348,0.9805013927576601,181.0,0.9723320158102767,0.9924033149171271,0.9974194858990375,vggish-k
organ,openmic,openmic,0.6,0.35294117647058826,0.4444444444444445,51.0,0.7554347826086957,0.8126197847560077,0.5983304544934472,vggish-k
piano,openmic,openmic,0.9621621621621622,0.967391304347826,0.964769647696477,184.0,0.9477911646586346,0.9766722408026756,0.9908020126143116,vggish-k
saxophone,openmic,openmic,0.8341232227488151,0.8341232227488151,0.8341232227488151,211.0,0.8172323759791122,0.9005841507770308,0.9155584255376996,vggish-k
trumpet,openmic,openmic,0.7433155080213903,0.7808988764044944,0.7616438356164383,178.0,0.7786259541984732,0.8572511105304415,0.8266454071451943,vggish-k
violin,openmic,openmic,0.9032258064516129,0.8412017167381974,0.8711111111111112,233.0,0.8304093567251462,0.9145962121510415,0.9523923232374292,vggish-k
voice,openmic,openmic,0.9469026548672567,0.9224137931034483,0.9344978165938865,116.0,0.9206349206349206,0.9681152574397733,0.9788987840079078,vggish-k
cello,openmic,irmas,0.19273743016759776,0.7340425531914894,0.3053097345132743,94.0,0.8115246098439376,0.8470440149423419,0.3629772009684924,vggish-k
clarinet,openmic,irmas,0.2647058823529412,0.7795275590551181,0.39520958083832336,127.0,0.8181272509003601,0.872414340020363,0.5058582813653734,vggish-k
flute,openmic,irmas,0.26628895184135976,0.7768595041322314,0.3966244725738397,121.0,0.8283313325330132,0.8657733557998343,0.4842572053437754,vggish-k
guitar,openmic,irmas,0.5498839907192575,0.684971098265896,0.61003861003861,346.0,0.8181272509003601,0.8668965668243125,0.652824929488581,vggish-k
organ,openmic,irmas,0.07692307692307693,0.028735632183908046,0.041841004184100423,174.0,0.8625450180072028,0.49953776462974947,0.10346787350027807,vggish-k
piano,openmic,irmas,0.4212328767123288,0.7235294117647059,0.5324675324675324,170.0,0.8703481392557023,0.8615405787983642,0.6708909774350835,vggish-k
saxophone,openmic,irmas,0.23820754716981132,0.6733333333333333,0.3519163763066202,150.0,0.7767106842737095,0.8042524186455586,0.28382945369730855,vggish-k
trumpet,openmic,irmas,0.2444933920704846,0.74,0.3675496688741722,150.0,0.7707082833133253,0.8462752858399296,0.5100634426318853,vggish-k
violin,openmic,irmas,0.2612137203166227,0.6923076923076923,0.37931034482758624,143.0,0.8055222088835534,0.8229433075132353,0.43155628042108685,vggish-k
voice,openmic,irmas,0.41839080459770117,0.9528795811518325,0.5814696485623003,191.0,0.8427370948379351,0.9702795279084212,0.8559954213530586,vggish-k
cello,irmas,irmas,0.291970802919708,0.851063829787234,0.4347826086956521,94.0,0.8751500600240096,0.9408329272914298,0.6052513488233121,vggish-klda
clarinet,irmas,irmas,0.29444444444444445,0.8346456692913385,0.4353182751540041,127.0,0.8349339735894358,0.9037773787048549,0.5846822558502419,vggish-klda
flute,irmas,irmas,0.33955223880597013,0.7520661157024794,0.4678663239074551,121.0,0.8757503001200481,0.8990826178822648,0.6290890703654163,vggish-klda
