instrument,train_set,test_set,precision,recall,f1-score,support,accuracy,roc_auc,ap,embedding
guitar-el,B,B,0.5533980582524272,0.9193548387096774,0.6909090909090909,62.0,0.9454545454545454,0.9737094926652625,0.8206498504879876,yamnet
organ,B,B,0.8454545454545455,0.9587628865979382,0.8985507246376813,97.0,0.9775401069518717,0.9929631178800777,0.9493068490457944,yamnet
piano,B,B,0.9230769230769231,0.8391608391608392,0.8791208791208791,143.0,0.9647058823529412,0.9895104895104895,0.9508214218719272,yamnet
saxophone,B,B,0.5971223021582733,0.6747967479674797,0.633587786259542,123.0,0.8973262032085562,0.9024390243902439,0.6831935668643302,yamnet
trumpet,B,B,0.8090909090909091,0.8476190476190476,0.8279069767441859,105.0,0.960427807486631,0.974744693057946,0.9145758197706333,yamnet
violin,B,B,0.6015625,0.7623762376237624,0.6724890829694323,101.0,0.9197860962566845,0.9360590735332526,0.7677153550156227,yamnet
voice,B,B,0.6666666666666666,1.0,0.8,10.0,0.9946524064171123,0.9998918918918919,0.9909090909090909,yamnet
cello,B,A,0.34782608695652173,0.5333333333333333,0.4210526315789474,30.0,0.941952506596306,0.8039835164835165,0.38207612718697576,yamnet
clarinet,B,A,0.4222222222222222,0.5428571428571428,0.47500000000000003,35.0,0.9445910290237467,0.8782454060462359,0.4986062072603385,yamnet
flute,B,A,0.375,0.6136363636363636,0.46551724137931033,44.0,0.9182058047493403,0.8784695696460403,0.5963898570159433,yamnet
guitar-ac,B,A,0.4263959390862944,0.8571428571428571,0.5694915254237288,98.0,0.8324538258575198,0.9370670995670995,0.8014591561849502,yamnet
guitar-el,B,A,0.4014084507042254,0.43846153846153846,0.41911764705882354,130.0,0.7915567282321899,0.7572574718275356,0.45072255050829024,yamnet
organ,B,A,0.2857142857142857,0.8918918918918919,0.4327868852459016,74.0,0.7717678100263852,0.9181681681681683,0.7026052454459083,yamnet
piano,B,A,0.88,0.5641025641025641,0.6875,39.0,0.9736147757255936,0.9255732677151314,0.7164463062391697,yamnet
saxophone,B,A,0.358974358974359,0.4,0.37837837837837845,35.0,0.9393139841688655,0.8427583481525389,0.33248673064209244,yamnet
trumpet,B,A,0.5869565217391305,0.6585365853658537,0.6206896551724138,41.0,0.9564643799472295,0.8920297989590774,0.6987905793871687,yamnet
violin,B,A,0.29411764705882354,0.5434782608695652,0.38167938931297707,46.0,0.8931398416886543,0.8029738641914997,0.41870695637697436,yamnet
voice,B,A,0.7990654205607477,0.9193548387096774,0.855,186.0,0.9234828496042217,0.9740863974734942,0.922919818809659,yamnet
